Brand_Name,Course_ID,link,Course_Title,Price,Students,Ratings
New Skills Academy,OY3747,https://newskillsacademy.co.uk/course/OY3747,Social Media Marketing,248.32,2421,4.6
New Skills Academy,EU1749,https://newskillsacademy.co.uk/course/EU1749,UI UX Design Professional,362.82,144,4.4
StudyHub,NV0800,https://studyhub.co.uk/course/NV0800,Python Programming Bootcamp,287.1,843,3.9
FutureLearn,BD2406,https://futurelearn.co.uk/course/BD2406,Full Stack Development,179.39,4156,4.9
New Skills Academy,RA5407,https://newskillsacademy.co.uk/course/RA5407,UI UX Design Professional,177.84,3255,4.1
Apex,AV6891,https://apex.co.uk/course/AV6891,Business Management Essentials,236.38,2399,4.4
Global Edulink,DE5823,https://globaledulink.co.uk/course/DE5823,Human Resource Management,456.81,3055,3.7
Centre of Excellence,LG6280,https://centreofexcellence.co.uk/course/LG6280,Digital Marketing Diploma,135.45,1689,4.8
IMOH,KJ4670,https://imoh.co.uk/course/KJ4670,Leadership and Communication,466.74,4501,4.9
Alpha,OW0502,https://alpha.co.uk/course/OW0502,Entrepreneurship and Innovation,397.14,3926,4.6
New Skills Academy,HY6256,https://newskillsacademy.co.uk/course/HY6256,Project Management Professional,84.74,653,4.1
Alpha,AF1889,https://alpha.co.uk/course/AF1889,Web Development Diploma,43.77,4196,
NextGen,OO8653,https://nextgen.co.uk/course/OO8653,Python Programming Bootcamp,467.84,3847,4.9
IMOH,NZ0483,https://imoh.co.uk/course/NZ0483,Full Stack Development,70.18,3526,3.7
Stonebridge College,KU0294,https://stonebridgecollege.co.uk/course/KU0294,Human Resource Management,101.3,3080,4.9
Global Edulink,YL6606,https://globaledulink.co.uk/course/YL6606,Artificial Intelligence Basics,436.25,4712,3.8
IMOH,CE7673,https://imoh.co.uk/course/CE7673,Business Management Essentials,307.87,3552,3.6
IMOH,AI3211,https://imoh.co.uk/course/AI3211,Cloud Computing Essentials,174.25,3557,
Global Edulink,OK0305,https://globaledulink.co.uk/course/OK0305,Financial Accounting Course,305.82,624,4.1
Centre of Excellence,AK7759,https://centreofexcellence.co.uk/course/AK7759,Artificial Intelligence Basics,433.12,435,4.2
Stonebridge College,NR1221,,Project Management Professional,245.61,3650,4.4
Centre of Excellence,HH7397,https://centreofexcellence.co.uk/course/HH7397,Social Media Marketing,26.09,4908,3.7
Stonebridge College,QL1038,https://stonebridgecollege.co.uk/course/QL1038,Machine Learning Foundations,96.43,2040,3.7
Alpha,LL8653,https://alpha.co.uk/course/LL8653,Full Stack Development,26.6,4430,4.4
FutureLearn,ME3376,https://futurelearn.co.uk/course/ME3376,Entrepreneurship and Innovation,319.81,2253,3.8
FutureLearn,IH7391,https://futurelearn.co.uk/course/IH7391,UI UX Design Professional,262.44,4994,4.9
NextGen,RO9474,https://nextgen.co.uk/course/RO9474,Web Development Diploma,82.84,3751,4.8
IMOH,VU4462,https://imoh.co.uk/course/VU4462,Python Programming Bootcamp,272.18,4472,4.4
Centre of Excellence,UB9445,https://centreofexcellence.co.uk/course/UB9445,Leadership and Communication,42.87,2312,4.1
Global Edulink,AZ7859,https://globaledulink.co.uk/course/AZ7859,Business Management Essentials,401.89,3439,3.8
FutureLearn,RJ6096,https://futurelearn.co.uk/course/RJ6096,Machine Learning Foundations,103.44,4574,4.1
Alpha,ZL0255,https://alpha.co.uk/course/ZL0255,Entrepreneurship and Innovation,419.92,2115,3.9
Stonebridge College,FJ4661,https://stonebridgecollege.co.uk/course/FJ4661,Level 3 Data Analytics,359.89,3107,4.3
New Skills Academy,CK9191,https://newskillsacademy.co.uk/course/CK9191,Web Development Diploma,225.97,2211,4.2
Alpha,LF4446,https://alpha.co.uk/course/LF4446,Financial Accounting Course,385.02,3385,4.8
IMOH,HV1866,https://imoh.co.uk/course/HV1866,Project Management Professional,473.6,4945,3.9
FutureLearn,NO3447,,Project Management Professional,449.74,3501,4.7
NextGen,QL0615,https://nextgen.co.uk/course/QL0615,Machine Learning Foundations,489.68,1873,
StudyHub,SF7801,https://studyhub.co.uk/course/SF7801,UI UX Design Professional,332.87,882,4.3
NextGen,JF1649,https://nextgen.co.uk/course/JF1649,Financial Accounting Course,134.41,2540,4.3
Stonebridge College,KK1341,https://stonebridgecollege.co.uk/course/KK1341,Web Development Diploma,301.57,3360,4.4
Stonebridge College,PR3213,https://stonebridgecollege.co.uk/course/PR3213,Python Programming Bootcamp,444.86,3725,3.9
Global Edulink,KP5445,https://globaledulink.co.uk/course/KP5445,Project Management Professional,58.73,2193,5.0
Global Edulink,EH1868,https://globaledulink.co.uk/course/EH1868,Level 3 Data Analytics,305.57,2588,4.9
New Skills Academy,DV9546,https://newskillsacademy.co.uk/course/DV9546,Leadership and Communication,472.76,4327,3.8
New Skills Academy,MC0722,https://newskillsacademy.co.uk/course/MC0722,UI UX Design Professional,153.64,993,3.6
Apex,EL7751,https://apex.co.uk/course/EL7751,Business Management Essentials,320.29,2248,4.8
Apex,UV3807,https://apex.co.uk/course/UV3807,UI UX Design Professional,70.16,964,4.4
FutureLearn,ZC8729,https://futurelearn.co.uk/course/ZC8729,Cloud Computing Essentials,216.5,563,4.9
Apex,JV4972,https://apex.co.uk/course/JV4972,Entrepreneurship and Innovation,316.13,3644,3.9
Alpha,WP4678,,Digital Marketing Diploma,196.05,4616,3.6
Stonebridge College,JH5372,https://stonebridgecollege.co.uk/course/JH5372,Healthcare Administration,417.02,854,4.1
Global Edulink,ZR0979,https://globaledulink.co.uk/course/ZR0979,Healthcare Administration,280.5,3627,4.6
NextGen,SD1328,https://nextgen.co.uk/course/SD1328,Machine Learning Foundations,78.66,2811,
New Skills Academy,DQ6307,https://newskillsacademy.co.uk/course/DQ6307,Cyber Security Fundamentals,492.83,4273,3.8
Centre of Excellence,NH9393,https://centreofexcellence.co.uk/course/NH9393,Level 3 Data Analytics,247.54,3330,3.9
IMOH,TL6305,https://imoh.co.uk/course/TL6305,Graphic Design Masterclass,275.4,286,4.1
Centre of Excellence,VM3251,https://centreofexcellence.co.uk/course/VM3251,Social Media Marketing,116.83,1351,4.8
Alpha,XT0680,https://alpha.co.uk/course/XT0680,Project Management Professional,492.36,491,4.9
New Skills Academy,LZ4998,https://newskillsacademy.co.uk/course/LZ4998,Web Development Diploma,348.7,854,3.5
NextGen,WW0306,https://nextgen.co.uk/course/WW0306,Project Management Professional,458.01,3974,4.7
StudyHub,KH6267,,Level 3 Data Analytics,254.06,2131,4.3
FutureLearn,MD2606,https://futurelearn.co.uk/course/MD2606,Business Management Essentials,329.2,4733,3.8
Centre of Excellence,SM2081,https://centreofexcellence.co.uk/course/SM2081,Human Resource Management,15.39,4102,3.9
Apex,DU7191,https://apex.co.uk/course/DU7191,Excel for Data Analysis,140.58,4876,4.4
Stonebridge College,AQ4761,https://stonebridgecollege.co.uk/course/AQ4761,Leadership and Communication,304.25,504,4.4
Stonebridge College,RW0175,https://stonebridgecollege.co.uk/course/RW0175,Machine Learning Foundations,420.67,3078,4.1
Alpha,ZI1205,https://alpha.co.uk/course/ZI1205,Full Stack Development,,4275,3.7
Stonebridge College,HY0882,https://stonebridgecollege.co.uk/course/HY0882,Full Stack Development,371.64,2916,3.6
Global Edulink,EK6772,https://globaledulink.co.uk/course/EK6772,Machine Learning Foundations,387.78,4174,4.1
IMOH,GQ0803,https://imoh.co.uk/course/GQ0803,Financial Accounting Course,151.46,1186,4.6
NextGen,KV4514,,Cyber Security Fundamentals,309.1,1383,4.2
StudyHub,PA2993,https://studyhub.co.uk/course/PA2993,Web Development Diploma,335.2,4903,3.7
Global Edulink,TL4651,,Cyber Security Fundamentals,247.04,1835,3.5
Apex,CX9135,https://apex.co.uk/course/CX9135,Cyber Security Fundamentals,138.51,1812,4.8
Apex,SS8004,https://apex.co.uk/course/SS8004,Cloud Computing Essentials,424.74,4510,3.7
Stonebridge College,PI7717,https://stonebridgecollege.co.uk/course/PI7717,Level 3 Data Analytics,315.43,1574,4.0
NextGen,MJ5823,https://nextgen.co.uk/course/MJ5823,Healthcare Administration,182.25,1290,4.6
IMOH,UA8207,https://imoh.co.uk/course/UA8207,Entrepreneurship and Innovation,303.16,4170,3.9
IMOH,MN0811,,Business Management Essentials,411.36,1302,3.5
Stonebridge College,RC7080,https://stonebridgecollege.co.uk/course/RC7080,Digital Marketing Diploma,484.17,4247,4.4
New Skills Academy,JX1908,https://newskillsacademy.co.uk/course/JX1908,Leadership and Communication,186.88,3165,4.7
FutureLearn,IK7203,https://futurelearn.co.uk/course/IK7203,Excel for Data Analysis,481.43,379,4.5
StudyHub,EU9904,https://studyhub.co.uk/course/EU9904,Web Development Diploma,265.44,4157,4.3
Apex,IO0253,https://apex.co.uk/course/IO0253,Full Stack Development,437.74,4112,4.7
FutureLearn,MP4719,https://futurelearn.co.uk/course/MP4719,Artificial Intelligence Basics,332.8,2471,4.5
NextGen,AK2388,https://nextgen.co.uk/course/AK2388,Financial Accounting Course,490.48,3776,4.5
StudyHub,TJ7329,https://studyhub.co.uk/course/TJ7329,Leadership and Communication,35.28,96,
New Skills Academy,YZ1202,https://newskillsacademy.co.uk/course/YZ1202,Excel for Data Analysis,298.25,450,3.8
Centre of Excellence,SJ9001,https://centreofexcellence.co.uk/course/SJ9001,Machine Learning Foundations,288.29,4395,4.0
IMOH,PB6128,https://imoh.co.uk/course/PB6128,Machine Learning Foundations,69.06,4282,3.8
Alpha,IH0275,https://alpha.co.uk/course/IH0275,Python Programming Bootcamp,66.49,876,4.9
IMOH,EM4592,https://imoh.co.uk/course/EM4592,Web Development Diploma,,2469,4.8
New Skills Academy,GD1686,,Digital Marketing Diploma,166.36,3611,4.5
FutureLearn,VI0235,,Web Development Diploma,328.58,3273,3.8
Apex,VE9855,https://apex.co.uk/course/VE9855,Business Management Essentials,69.08,180,4.5
New Skills Academy,CU1072,https://newskillsacademy.co.uk/course/CU1072,Graphic Design Masterclass,176.54,4328,4.1
Centre of Excellence,JQ6528,https://centreofexcellence.co.uk/course/JQ6528,Level 3 Data Analytics,290.49,4009,4.3
IMOH,FQ8088,https://imoh.co.uk/course/FQ8088,Business Management Essentials,397.45,970,4.6
StudyHub,YB9474,https://studyhub.co.uk/course/YB9474,Machine Learning Foundations,264.88,542,4.4
Centre of Excellence,EF1280,https://centreofexcellence.co.uk/course/EF1280,Full Stack Development,124.15,360,4.2
Stonebridge College,GH4502,https://stonebridgecollege.co.uk/course/GH4502,Python Programming Bootcamp,495.27,4396,4.8
Centre of Excellence,FX5687,,Machine Learning Foundations,269.18,3860,3.6
Alpha,MU3532,https://alpha.co.uk/course/MU3532,Level 3 Data Analytics,14.65,4174,4.7
Alpha,PA8284,https://alpha.co.uk/course/PA8284,Human Resource Management,206.95,294,4.2
Stonebridge College,ZZ1628,https://stonebridgecollege.co.uk/course/ZZ1628,Digital Marketing Diploma,294.57,1821,5.0
FutureLearn,OZ3991,https://futurelearn.co.uk/course/OZ3991,Artificial Intelligence Basics,,970,
Stonebridge College,IT3573,https://stonebridgecollege.co.uk/course/IT3573,Entrepreneurship and Innovation,266.03,2674,3.9
Stonebridge College,DY8895,https://stonebridgecollege.co.uk/course/DY8895,Project Management Professional,64.13,1215,3.9
New Skills Academy,AB6043,https://newskillsacademy.co.uk/course/AB6043,Full Stack Development,427.88,195,3.9
FutureLearn,UI1880,https://futurelearn.co.uk/course/UI1880,Python Programming Bootcamp,30.63,754,4.9
Stonebridge College,SD1530,https://stonebridgecollege.co.uk/course/SD1530,Machine Learning Foundations,,4544,
Stonebridge College,CH1197,https://stonebridgecollege.co.uk/course/CH1197,Social Media Marketing,343.03,2284,4.9
Alpha,EZ6972,https://alpha.co.uk/course/EZ6972,Entrepreneurship and Innovation,395.31,988,4.4
NextGen,JT2107,https://nextgen.co.uk/course/JT2107,Entrepreneurship and Innovation,491.34,3465,4.2
Centre of Excellence,WU5138,https://centreofexcellence.co.uk/course/WU5138,Full Stack Development,310.57,4917,3.8
FutureLearn,QC4303,https://futurelearn.co.uk/course/QC4303,Financial Accounting Course,471.94,934,4.7
NextGen,QZ8673,https://nextgen.co.uk/course/QZ8673,Level 3 Data Analytics,68.97,4371,4.1
Apex,FS3770,https://apex.co.uk/course/FS3770,Cloud Computing Essentials,28.0,2603,
Centre of Excellence,ZW4351,https://centreofexcellence.co.uk/course/ZW4351,Social Media Marketing,181.56,1846,4.4
Stonebridge College,QR1082,https://stonebridgecollege.co.uk/course/QR1082,Financial Accounting Course,116.0,3220,
Apex,YB1375,https://apex.co.uk/course/YB1375,Cyber Security Fundamentals,267.27,1964,4.1
Alpha,PP4091,https://alpha.co.uk/course/PP4091,Leadership and Communication,381.54,2159,5.0
NextGen,BI9459,https://nextgen.co.uk/course/BI9459,UI UX Design Professional,,4119,4.4
Apex,RH0354,https://apex.co.uk/course/RH0354,Digital Marketing Diploma,376.46,3210,4.4
Alpha,AC8640,https://alpha.co.uk/course/AC8640,Graphic Design Masterclass,294.24,3731,4.2
NextGen,QZ4174,https://nextgen.co.uk/course/QZ4174,Healthcare Administration,201.67,2732,3.7
IMOH,QK3310,https://imoh.co.uk/course/QK3310,Cloud Computing Essentials,445.49,1405,3.6
New Skills Academy,GV5160,https://newskillsacademy.co.uk/course/GV5160,Human Resource Management,,1610,4.3
Global Edulink,KT2035,https://globaledulink.co.uk/course/KT2035,UI UX Design Professional,52.62,1033,3.9
New Skills Academy,OG2380,,Entrepreneurship and Innovation,12.49,4022,3.6
Global Edulink,UR6171,https://globaledulink.co.uk/course/UR6171,Project Management Professional,270.98,86,3.8
FutureLearn,VD4949,https://futurelearn.co.uk/course/VD4949,Python Programming Bootcamp,344.8,4086,5.0
Stonebridge College,GX9033,https://stonebridgecollege.co.uk/course/GX9033,Financial Accounting Course,40.14,1374,4.2
Apex,NX0757,https://apex.co.uk/course/NX0757,Business Management Essentials,300.28,2795,4.4
Centre of Excellence,DO5911,https://centreofexcellence.co.uk/course/DO5911,Business Management Essentials,334.43,3980,4.8
Apex,WW8265,https://apex.co.uk/course/WW8265,Social Media Marketing,369.62,4361,4.7
StudyHub,EK6643,https://studyhub.co.uk/course/EK6643,Financial Accounting Course,332.64,1754,4.0
FutureLearn,BM2337,,Web Development Diploma,126.96,1766,4.5
Apex,VW6923,https://apex.co.uk/course/VW6923,Cloud Computing Essentials,,2519,3.8
Alpha,HK6128,https://alpha.co.uk/course/HK6128,Social Media Marketing,442.0,606,4.8
Global Edulink,WV5135,https://globaledulink.co.uk/course/WV5135,Python Programming Bootcamp,24.33,4571,3.7
Global Edulink,WA1882,https://globaledulink.co.uk/course/WA1882,Cloud Computing Essentials,174.21,3791,4.9
StudyHub,XS2856,https://studyhub.co.uk/course/XS2856,Business Management Essentials,10.55,3379,4.7
StudyHub,GM4945,https://studyhub.co.uk/course/GM4945,Human Resource Management,258.66,344,3.8
NextGen,VG8000,https://nextgen.co.uk/course/VG8000,Entrepreneurship and Innovation,51.21,1740,5.0
FutureLearn,WQ6240,,Level 3 Data Analytics,319.59,4845,3.5
New Skills Academy,XQ6028,https://newskillsacademy.co.uk/course/XQ6028,Web Development Diploma,411.15,1057,3.7
Apex,LJ3246,https://apex.co.uk/course/LJ3246,Full Stack Development,382.9,4731,4.1
Centre of Excellence,PA9985,https://centreofexcellence.co.uk/course/PA9985,Full Stack Development,421.66,1485,4.4
Stonebridge College,HR4323,https://stonebridgecollege.co.uk/course/HR4323,Healthcare Administration,466.69,327,4.9
Apex,RY6152,https://apex.co.uk/course/RY6152,Digital Marketing Diploma,,1315,4.9
Stonebridge College,KI1042,https://stonebridgecollege.co.uk/course/KI1042,Leadership and Communication,91.53,967,4.6
Centre of Excellence,KA7517,https://centreofexcellence.co.uk/course/KA7517,Artificial Intelligence Basics,242.05,71,4.4
Global Edulink,QM9331,,UI UX Design Professional,32.41,2403,5.0
NextGen,HM7759,https://nextgen.co.uk/course/HM7759,Financial Accounting Course,341.27,4861,4.6
IMOH,FF8483,https://imoh.co.uk/course/FF8483,Entrepreneurship and Innovation,73.74,2478,
Apex,MD0656,,Social Media Marketing,42.16,3154,4.0
FutureLearn,NW3208,https://futurelearn.co.uk/course/NW3208,Python Programming Bootcamp,249.44,3044,3.9
FutureLearn,IZ8918,https://futurelearn.co.uk/course/IZ8918,Project Management Professional,10.5,3603,3.9
IMOH,MQ1602,https://imoh.co.uk/course/MQ1602,Project Management Professional,498.59,88,4.3
Stonebridge College,TM7066,https://stonebridgecollege.co.uk/course/TM7066,Machine Learning Foundations,414.7,1148,3.8
Centre of Excellence,ZJ0130,https://centreofexcellence.co.uk/course/ZJ0130,Financial Accounting Course,50.37,3205,
Global Edulink,ER6263,https://globaledulink.co.uk/course/ER6263,Python Programming Bootcamp,143.9,2946,4.9
IMOH,JP1822,https://imoh.co.uk/course/JP1822,Excel for Data Analysis,25.34,1038,4.9
Stonebridge College,NL6194,https://stonebridgecollege.co.uk/course/NL6194,Graphic Design Masterclass,215.67,4076,4.9
NextGen,YX4271,https://nextgen.co.uk/course/YX4271,Level 3 Data Analytics,382.45,4715,
Stonebridge College,ND7736,https://stonebridgecollege.co.uk/course/ND7736,UI UX Design Professional,122.68,2030,3.8
Stonebridge College,BZ6606,https://stonebridgecollege.co.uk/course/BZ6606,Leadership and Communication,435.38,841,4.1
New Skills Academy,JO4166,https://newskillsacademy.co.uk/course/JO4166,Web Development Diploma,433.54,2305,4.3
Centre of Excellence,RR2618,https://centreofexcellence.co.uk/course/RR2618,Business Management Essentials,88.03,1034,4.8
Global Edulink,SD1111,https://globaledulink.co.uk/course/SD1111,Healthcare Administration,390.53,640,4.2
Global Edulink,ZJ4159,https://globaledulink.co.uk/course/ZJ4159,Social Media Marketing,269.87,4494,3.7
Alpha,GA0154,https://alpha.co.uk/course/GA0154,Cyber Security Fundamentals,25.94,3949,5.0
Global Edulink,BS9649,https://globaledulink.co.uk/course/BS9649,Healthcare Administration,100.87,576,4.2
New Skills Academy,BV8836,https://newskillsacademy.co.uk/course/BV8836,Leadership and Communication,67.48,3394,4.4
IMOH,CT0861,https://imoh.co.uk/course/CT0861,Human Resource Management,131.29,570,3.8
New Skills Academy,YG7331,https://newskillsacademy.co.uk/course/YG7331,Machine Learning Foundations,250.88,166,4.4
New Skills Academy,HK8767,https://newskillsacademy.co.uk/course/HK8767,Business Management Essentials,222.29,3838,3.7
NextGen,SB9145,https://nextgen.co.uk/course/SB9145,Entrepreneurship and Innovation,237.65,2063,4.1
New Skills Academy,EJ3068,https://newskillsacademy.co.uk/course/EJ3068,Python Programming Bootcamp,245.17,4752,4.6
New Skills Academy,XC4023,https://newskillsacademy.co.uk/course/XC4023,Excel for Data Analysis,331.92,778,4.8
Stonebridge College,SF9856,https://stonebridgecollege.co.uk/course/SF9856,Full Stack Development,392.13,828,4.2
IMOH,LS4661,https://imoh.co.uk/course/LS4661,UI UX Design Professional,,2498,3.7
Stonebridge College,BQ1888,https://stonebridgecollege.co.uk/course/BQ1888,Cyber Security Fundamentals,289.74,641,4.2
New Skills Academy,II2553,https://newskillsacademy.co.uk/course/II2553,Artificial Intelligence Basics,,2770,4.3
IMOH,LU4841,https://imoh.co.uk/course/LU4841,Social Media Marketing,14.79,51,
StudyHub,CK5006,https://studyhub.co.uk/course/CK5006,Full Stack Development,442.44,1999,3.5
Apex,XO6438,https://apex.co.uk/course/XO6438,Artificial Intelligence Basics,48.5,967,4.0
New Skills Academy,IT5734,https://newskillsacademy.co.uk/course/IT5734,Business Management Essentials,,139,4.5
FutureLearn,AJ6753,https://futurelearn.co.uk/course/AJ6753,Business Management Essentials,402.29,3091,3.6
StudyHub,XM8742,https://studyhub.co.uk/course/XM8742,Graphic Design Masterclass,338.49,1945,4.5
FutureLearn,DW2813,https://futurelearn.co.uk/course/DW2813,Leadership and Communication,356.17,1975,4.4
StudyHub,YV5746,https://studyhub.co.uk/course/YV5746,Excel for Data Analysis,312.14,2320,4.3
NextGen,ZA7545,https://nextgen.co.uk/course/ZA7545,Excel for Data Analysis,,3961,
NextGen,RE8166,https://nextgen.co.uk/course/RE8166,Financial Accounting Course,402.85,4256,4.7
Global Edulink,WK6623,https://globaledulink.co.uk/course/WK6623,Financial Accounting Course,49.26,257,4.3
Apex,LD4772,https://apex.co.uk/course/LD4772,UI UX Design Professional,410.48,459,
Alpha,SY6262,https://alpha.co.uk/course/SY6262,Human Resource Management,29.97,4159,3.6
NextGen,ZQ9563,https://nextgen.co.uk/course/ZQ9563,Business Management Essentials,,2184,4.5
Alpha,OP9768,https://alpha.co.uk/course/OP9768,UI UX Design Professional,244.85,1316,3.8
Apex,WK0130,https://apex.co.uk/course/WK0130,Digital Marketing Diploma,488.17,3477,4.6
FutureLearn,GU9610,https://futurelearn.co.uk/course/GU9610,Web Development Diploma,437.2,2406,4.5
FutureLearn,TA8187,https://futurelearn.co.uk/course/TA8187,Artificial Intelligence Basics,254.12,3715,3.5
Global Edulink,KN7660,https://globaledulink.co.uk/course/KN7660,Machine Learning Foundations,330.1,4694,5.0
Centre of Excellence,KU6907,https://centreofexcellence.co.uk/course/KU6907,Graphic Design Masterclass,487.65,3021,3.8
Stonebridge College,WW4267,https://stonebridgecollege.co.uk/course/WW4267,Human Resource Management,343.31,402,4.8
Stonebridge College,OP7921,https://stonebridgecollege.co.uk/course/OP7921,Cyber Security Fundamentals,95.35,208,4.1
NextGen,ZT1022,https://nextgen.co.uk/course/ZT1022,Project Management Professional,424.66,4661,4.6
Stonebridge College,VA4909,,Full Stack Development,386.18,1005,3.6
StudyHub,UQ8375,https://studyhub.co.uk/course/UQ8375,Cyber Security Fundamentals,434.85,4753,4.4
Alpha,NY5715,https://alpha.co.uk/course/NY5715,Machine Learning Foundations,24.4,3861,4.8
IMOH,JW6329,https://imoh.co.uk/course/JW6329,Full Stack Development,451.34,1847,4.5
Global Edulink,MO7613,https://globaledulink.co.uk/course/MO7613,Artificial Intelligence Basics,496.15,4331,4.9
Stonebridge College,XG0837,https://stonebridgecollege.co.uk/course/XG0837,Business Management Essentials,113.22,579,4.4
Centre of Excellence,GS0575,https://centreofexcellence.co.uk/course/GS0575,Excel for Data Analysis,369.23,2964,4.7
New Skills Academy,MH6300,,UI UX Design Professional,208.6,4623,3.8
Global Edulink,AB6784,https://globaledulink.co.uk/course/AB6784,Business Management Essentials,126.4,51,3.8
FutureLearn,NS9769,https://futurelearn.co.uk/course/NS9769,Python Programming Bootcamp,428.65,3102,4.2
StudyHub,LI0075,https://studyhub.co.uk/course/LI0075,Entrepreneurship and Innovation,57.72,4526,4.2
FutureLearn,XK4433,https://futurelearn.co.uk/course/XK4433,Business Management Essentials,262.26,3205,4.4
Global Edulink,AS0708,https://globaledulink.co.uk/course/AS0708,Human Resource Management,90.13,2988,4.0
Global Edulink,CU3074,https://globaledulink.co.uk/course/CU3074,Machine Learning Foundations,205.53,1302,3.5
StudyHub,MN1375,,Python Programming Bootcamp,298.32,4605,3.7
Apex,RX7739,https://apex.co.uk/course/RX7739,UI UX Design Professional,485.21,3424,3.9
Global Edulink,DB5350,https://globaledulink.co.uk/course/DB5350,Graphic Design Masterclass,443.02,679,3.8
Alpha,FX8116,https://alpha.co.uk/course/FX8116,Healthcare Administration,264.69,2941,4.7
FutureLearn,CR5079,https://futurelearn.co.uk/course/CR5079,UI UX Design Professional,221.13,2410,3.8
New Skills Academy,QB6215,https://newskillsacademy.co.uk/course/QB6215,Financial Accounting Course,,3242,4.4
Alpha,DR1693,https://alpha.co.uk/course/DR1693,Cloud Computing Essentials,,2262,4.7
Alpha,QH5533,https://alpha.co.uk/course/QH5533,Leadership and Communication,355.64,2253,4.8
NextGen,AG2748,https://nextgen.co.uk/course/AG2748,Python Programming Bootcamp,283.49,1324,3.7
Alpha,WM3351,https://alpha.co.uk/course/WM3351,Full Stack Development,142.18,1018,
IMOH,VW1528,https://imoh.co.uk/course/VW1528,Cyber Security Fundamentals,468.94,2894,4.5
IMOH,XW6857,https://imoh.co.uk/course/XW6857,Graphic Design Masterclass,120.1,2582,4.9
StudyHub,OO9473,https://studyhub.co.uk/course/OO9473,Artificial Intelligence Basics,164.92,1058,4.4
Stonebridge College,TH4535,https://stonebridgecollege.co.uk/course/TH4535,Artificial Intelligence Basics,347.22,325,5.0
Stonebridge College,RT1155,,Python Programming Bootcamp,482.91,175,4.9
New Skills Academy,YB7222,https://newskillsacademy.co.uk/course/YB7222,Graphic Design Masterclass,323.17,1258,4.4
Global Edulink,XJ4409,https://globaledulink.co.uk/course/XJ4409,Financial Accounting Course,134.57,3299,4.0
IMOH,SN8825,https://imoh.co.uk/course/SN8825,Project Management Professional,,4453,4.6
Centre of Excellence,QJ6853,https://centreofexcellence.co.uk/course/QJ6853,Artificial Intelligence Basics,,4520,3.7
Global Edulink,KV3780,https://globaledulink.co.uk/course/KV3780,Python Programming Bootcamp,102.29,1064,4.5
New Skills Academy,EC6213,https://newskillsacademy.co.uk/course/EC6213,Business Management Essentials,227.44,4662,4.9
FutureLearn,KI1645,https://futurelearn.co.uk/course/KI1645,Leadership and Communication,135.1,2524,4.5
StudyHub,GD5158,https://studyhub.co.uk/course/GD5158,Python Programming Bootcamp,253.62,3769,4.8
StudyHub,EX5496,https://studyhub.co.uk/course/EX5496,Web Development Diploma,386.57,1036,4.9
IMOH,FP4424,,Python Programming Bootcamp,347.87,3122,3.8
Stonebridge College,VE6273,https://stonebridgecollege.co.uk/course/VE6273,Cloud Computing Essentials,,3174,4.5
Stonebridge College,PF3128,,Excel for Data Analysis,292.82,3341,3.7
Centre of Excellence,VP1958,https://centreofexcellence.co.uk/course/VP1958,UI UX Design Professional,306.43,624,5.0
Global Edulink,TC6950,https://globaledulink.co.uk/course/TC6950,Leadership and Communication,209.38,4833,4.6
Global Edulink,KW6494,https://globaledulink.co.uk/course/KW6494,Machine Learning Foundations,54.34,3280,4.6
Alpha,PT7601,https://alpha.co.uk/course/PT7601,Social Media Marketing,440.47,3223,4.0
FutureLearn,XC5520,https://futurelearn.co.uk/course/XC5520,Level 3 Data Analytics,337.12,3603,4.6
Stonebridge College,NN3284,https://stonebridgecollege.co.uk/course/NN3284,Business Management Essentials,,900,4.8
NextGen,LP2556,,Machine Learning Foundations,,871,4.5
FutureLearn,KU4352,https://futurelearn.co.uk/course/KU4352,Web Development Diploma,,3197,4.4
Stonebridge College,IS7867,https://stonebridgecollege.co.uk/course/IS7867,Cloud Computing Essentials,286.09,4036,4.1
NextGen,CN7866,https://nextgen.co.uk/course/CN7866,Digital Marketing Diploma,229.86,4450,4.3
NextGen,KQ8846,https://nextgen.co.uk/course/KQ8846,Cyber Security Fundamentals,227.77,3388,4.4
IMOH,GJ6794,https://imoh.co.uk/course/GJ6794,Excel for Data Analysis,337.42,2939,4.6
Apex,SP9864,https://apex.co.uk/course/SP9864,Graphic Design Masterclass,255.22,3915,4.9
Global Edulink,HA5521,https://globaledulink.co.uk/course/HA5521,Digital Marketing Diploma,425.11,1997,3.5
Alpha,GA1973,https://alpha.co.uk/course/GA1973,Machine Learning Foundations,177.21,61,3.7
Centre of Excellence,PN7002,https://centreofexcellence.co.uk/course/PN7002,UI UX Design Professional,268.05,3072,4.3
Stonebridge College,JZ2619,https://stonebridgecollege.co.uk/course/JZ2619,Entrepreneurship and Innovation,307.87,993,4.3
StudyHub,GK1029,,Excel for Data Analysis,375.97,2461,4.9
Apex,WV5695,https://apex.co.uk/course/WV5695,Artificial Intelligence Basics,18.93,456,4.1
Alpha,YL4501,https://alpha.co.uk/course/YL4501,Cyber Security Fundamentals,449.39,3238,4.8
Centre of Excellence,QZ6239,https://centreofexcellence.co.uk/course/QZ6239,Excel for Data Analysis,129.31,764,
Global Edulink,AV2068,,Cyber Security Fundamentals,106.61,190,4.0
Global Edulink,YM3829,https://globaledulink.co.uk/course/YM3829,Graphic Design Masterclass,59.7,1013,3.9
